rating,review_length_text,review_length_title,polarity_text,polarity_title,subjectivity_text,subjectivity_title,lemmatized_text,lemmatized_title,day_of_week,month,year,vader_sentiment,vader_label,bert_label,bert_score
5,111,2,0.3285185185185185,0.7333333333333333,0.6059259259259259,0.9666666666666668,"['hop', 'check', 'staff', 'member', 'leg', 'accommodation', 'attendant', 'food', 'present', 'lounge', 'breakfast', 'far', 'fill', 'champagne', 'lucky', 'pilot', 'approach', 'canceled', 'guy']","['pleasantly', 'supervise']",Thursday,11,2024,0.6124,positive,NEGATIVE,0.9865701794624329
1,313,5,-0.0375,0.0,0.4875,0.0,"['without', 'ever', 'partner', 'arrive', 'behind', 'schedule', 'arrive', 'check', 'luggage', 'baggage', 'baggage', 'arrive', 'partner', 'without', 'clothe', 'product', 'expense', 'anything', 'without', 'receipt', 'purchase', 'online', 'tag', 'clothe', 'receipt', 'accommodation', 'top', 'without', 'bag', 'expensive', 'city', 'bag', 'arrive', 'side', 'able', 'damage', 'bag', 'luggage', 'suitcase', 'resolve', 'anything', 'receipt', 'suppose', 'receipt', 'bag', 'purchase', 'ago', 'damage', 'cause', 'unhelpful', 'ever', 'anyone', 'future']","['avoid', 'airfrance', 'cost']",Tuesday,11,2024,-0.4588,negative,NEGATIVE,0.9969114661216736
5,33,8,0.8000000000000002,1.0,0.7833333333333333,0.3,"['food', 'food', 'accommodation', 'value', 'sense', 'rest']","['one', 'good', 'airline', 'world']",Sunday,11,2024,0.34,positive,POSITIVE,0.98209547996521
2,67,10,-0.0019999999999999,-0.25,0.5700000000000001,0.4,"['united', 'tiny', 'similar', 'budget', 'food', 'okay', 'snack', 'attendant', 'snack', 'bar', 'open', 'long']","['legroom', 'seat', 'small', 'spirit', 'unite']",Sunday,11,2024,0.5719,positive,POSITIVE,0.8587007522583008
2,206,10,-0.0128888888888888,0.0,0.3522222222222222,0.0,"['rate', 'mile', 'plus', 'country', 'average', 'staff', 'talk', 'speak', 'non', 'french', 'asian', 'wife', 'language', 'language', 'hear', 'staff', 'speak', 'mostly', 'american', 'always', 'wife', 'staff', 'counter', 'talk', 'french', 'staff', 'talk', 'french', 'negative', 'manner', 'especially', 'american', 'code']","['rate', 'airline', 'disrespectful', 'staff', 'non', 'french', 'passenger']",Saturday,11,2024,-0.5719,negative,NEGATIVE,0.989957869052887
1,313,1,0.0228968253968253,-1.0,0.5263888888888889,1.0,"['staff', 'french', 'staff', 'person', 'queue', 'insist', 'bag', 'large', 'check', 'proceed', 'away', 'concern', 'check', 'bag', 'contain', 'necessary', 'equipment', 'continue', 'switch', 'insist', 'switch', 'bag', 's', 'bag', 'switch', 'end', 'additional', 'bag', 'barely', 'equipment', 'check', 'original', 'bag', 'obviously', 'sense', 'note', 'person', 'similar', 'american', 'arrive', 'french', 'check', 'onboard', 'place', 'I', 've', 'staff', 'overhead', 'care', 'attitude', 'away', 'especially', 'staff', 'inflight', 'cramp', 'food', 'less', 'staff', 'board', 'barely', 'hope', 'beyond', 'hope', 'different', 'improve']",['disgust'],Friday,11,2024,0.8838,positive,NEGATIVE,0.9864400029182434
5,27,5,0.5,0.0,0.65,0.0,"['world', 'sell', 'else']","['air', 'france', 'finacial', 'masacist']",Friday,11,2024,0.0,neutral,POSITIVE,0.7613905072212219
1,329,5,-0.0106666666666666,0.0,0.523,0.0,"['shock', 'baggage', 'delayed', 'compensation', 'right', 'accept', 'compensate', 'per', 'money', 'numerous', 'attempt', 'support', 'complete', 'response', 'numerous', 'support', 'response', 'always', 'payment', 'write', 'confirmation', 'compensation', 'proceed', 'refuse', 'name', 'accept', 'name', 'person', 'either', 'support', 'department', 'anything', 'game', 'hope', 'nobody', 'impossible', 'manager', 'talk', 'reply', 'email', 'booking', 'support', 'right', 'otherwise', 'especially', 'klm', 'clear', 'wrong', 'long', 'value', 'hope', 'mind', 'booking']","['customer', 'support', 'avoidance', 'tactic']",Friday,11,2024,0.9434,positive,NEGATIVE,0.9936652183532715
1,23,2,0.05,0.0,0.558,0.0,"['ever', 'top', 'attendant', 'attitude']","['unprofessional', 'attitude']",Thursday,10,2024,0.2023,positive,POSITIVE,0.9528236389160156
1,40,2,-0.1303571428571428,-0.6999999999999998,0.4952380952380952,0.6666666666666666,"['first', 'french', 'cheap', 'tight', 'food', 'ever']","['bad', 'experience']",Wednesday,10,2024,0.0,neutral,NEGATIVE,0.9898384809494019
3,120,3,-0.0613636363636363,-1.0,0.4121212121212121,1.0,"['food', 'run', 'word', 'nobody', 'care', 'able', 'vegetarian', 'food', 'woman', 'front', 'member', 'solve', 'speak', 'french', 'speak', 'french', 'might', 'different', 'story', 'might', 'solve']","['terrible', 'customer', 'service']",Monday,9,2024,0.7003,positive,NEGATIVE,0.9810879230499268
1,458,6,0.0141598915989159,-1.0,0.4431571815718158,1.0,"['partner', 'visit', 'depart', 'via', 'klm', 'outbound', 'booking', 'klm', 'decide', 'similar', 'opt', 'leg', 'klm', 'standard', 'state', 'website', 'clean', 'appear', 'wear', 'condition', 'regard', 'have', 'cost', 'cost', 'decide', 'relax', 'movie', 'movie', 'impossible', 'watch', 'movie', 'listen', 'lunch', 'attendant', 'klm', 'attendant', 'attendant', 'either', 'straight', 'past', 'entire', 'later', 'attendant', 'sit', 'eventually', 'forward', 'water', 'dinner', 'rush', 'due', 'turbulence', 'meal', 'basic', 'warm', 'flat', 'alcohol', 'turbulence', 'drink', 'pilot', 'warn', 'turbulence', 'report', 'ride', 'report', 'pilot', 'real', 'shame', 'klm', 'partner', 'booking', 'either', 'future', 'refuse', 'booking', 'perhaps', 'complete', 'care', 'might', 'ill', 'stick', 'emirate']","['awful', 'business', 'class', 'experience', 'never']",Sunday,9,2024,0.4767,positive,NEGATIVE,0.9836581349372864
1,195,5,0.0083333333333333,-0.5,0.5354166666666668,0.9,"['daughter', 'via', 'delayed', 'cause', 'miss', 'transfer', 'accommodation', 'morning', 'reach', 'accommodation', 'resolve', 'young', 'daughter', 'without', 'clothe', 'realize', 'confirm', 'booking', 'reach', 'baggage', 'delayed', 'clothe', 'compensation', 'deny', 'compensation', 'email', 'speak', 'anyone', 'lie', 'compensation', 'responsibility', 'damage']","['nightmare', 'never', 'fly', 'air', 'france']",Sunday,9,2024,-0.7351,negative,NEGATIVE,0.9970920085906982
5,136,11,0.3917647058823529,0.0,0.54,0.0,"['professional', 'carrier', 'cost', 'queue', 'check', 'staff', 'board', 'visit', 'place', 'direct', 'non', 'stop', 'luggage', 'long', 'none', 'worth', 'cost', 'cost', 'reasonable', 'visit', 'place', 'course', 'advice']","['pro', 'con', 'advice', 'visit', 'cdg', 'iad']",Saturday,9,2024,-0.434,negative,NEGATIVE,0.9679962396621704
5,17,3,0.4958333333333333,0.8000000000000002,0.66875,0.75,"['clean', 'love']","['great', 'great', 'great']",Saturday,9,2024,0.7845,positive,POSITIVE,0.9997244477272034
1,82,1,-0.278125,-1.0,0.571875,1.0,"['luggage', 'due', 'luggage', 'deliver', 'later', 'check', 'transfer', 'assure', 'transfer', 'board', 'care', 'transfer', 'food', 'water']",['shocking'],Friday,9,2024,0.6808,positive,NEGATIVE,0.793989896774292
1,86,6,0.0093749999999999,-1.0,0.50625,1.0,"['delayed', 'due', 'delayed', 'representative', 'different', 'answer', 'hear', 'story', 'people']","['bad', 'airline', 'use']",Friday,9,2024,-0.4215,negative,NEGATIVE,0.996291995048523
1,31,5,-0.0416666666666666,0.0,0.3666666666666667,0.0,"['delayed', 'refuse', 'alcohol', 'apparently', 'half', 'morning', 'attendant', 'comment']","['delay', 'drink', 'option']",Thursday,9,2024,-0.4767,negative,NEGATIVE,0.9987831711769104
5,49,4,0.6291666666666668,0.0,0.765,0.0,"['staff', 'inflight', 'movie', 'booking', 'number']","['air', 'france', 'contact', 'number']",Thursday,9,2024,0.0772,positive,NEGATIVE,0.6474764943122864
1,305,2,0.1526515151515151,0.0,0.4866161616161616,0.0,"['booking', 'second', 'leg', 'taxi', 'decide', 'schedule', 'later', 'promise', 'free', 'lunch', 'food', 'else', 'queue', 'compensation', 'people', 'meal', 'compensation', 'board', 'sit', 'arrive', 'land', 'rebooke', 'accommodation', 'without', 'nearly', 'mile', 'reach', 'shuttle', 'bag', 'dinner', 'sandwich', 'juice', 'welcome', 'rebooke', 'direct', 'later', 'able', 'reach', 'refuse', 'compensation', 'either', 'canceled']","['horror', 'show']",Wednesday,9,2024,0.7526,positive,NEGATIVE,0.989899218082428
1,318,8,-0.090581955922865,0.0,0.493767217630854,0.0,"['begin', 'baggage', 'frustrating', 'test', 'discover', 'luggage', 'immediately', 'file', 'number', 'phone', 'number', 'repeat', 'attempt', 'reach', 'anyone', 'phone', 'multiple', 'hope', 'answer', 'baggage', 'repeat', 'attempt', 'klm', 'shock', 'soon', 'sense', 'sign', 'suitcase', 'contain', 'item', 'clothe', 'without', 'fully', 'baggage', 'august', 'discover', 'suitcase', 'damage', 'discover', 'suitcase', 'without', 'bag', 'tag', 'without', 'policy', 'regard', 'baggage', 'couple', 'lack', 'concern', 'responsibility', 'resolve', 'handle', 'delayed', 'baggage', 'adequate']","['avoid', 'air', 'france', 'klm', 'cost']",Wednesday,9,2024,-0.5859,negative,NEGATIVE,0.9969967603683472
1,42,2,-0.1645833333333333,-1.0,0.9833333333333334,1.0,"['sister', 'staff', 'water', 'ill', 'anyone', 'ever']","['horrible', 'flight']",Monday,9,2024,-0.4215,negative,NEGATIVE,0.9969995617866516
2,171,3,0.0595588235294117,-0.75,0.5071428571428571,0.75,"['ago', 'daughter', 'lax', 'staff', 'encounter', 'attendant', 'daughter', 'daughter', 'world', 'people', 'professional', 'child', 'extra', 'cost', 'care', 'daughter', 'attendant', 'wish', 'name', 'daughter', 'lady', 'name', 'shock', 'lady', 'simple', 'question', 'simply', 'wifi', 'game', 'free', 'anyone', 'simple', 'question', 'especially', 'child', 'employee', 'child']","['disappoint', 'hurt']",Sunday,9,2024,0.765,positive,NEGATIVE,0.9920726418495178
1,303,10,-0.0136041666666666,-0.4,0.3763333333333333,0.5,"['alternative', 'carrier', 'decide', 'schedule', 'plan', 'additional', 'extra', 'leg', 'accommodation', 'boarding', 'food', 'clean', 'state', 'sit', 'blanket', 'sit', 'portion', 'area', 'clearly', 'clean', 'standard', 'meal', 'arrive', 'table', 'break', 'support', 'tray', 'food', 'drink', 'appear', 'wear', 'toilet', 'test', 'compensation', 'additional', 'cost', 'due', 'condition', 'appear', 'response', 'frequent', 'average', 'different', 'standard', 'onboard', 'especially', 'middle', 'future']","['poor', 'aircraft', 'cleanliness', 'break', 'facility', 'lack', 'customer', 'engagement']",Sunday,9,2024,0.8689,positive,NEGATIVE,0.8981517553329468
1,28,8,0.1666666666666666,0.0,0.625,0.0,"['delayed', 'plus', 'miss', 'quick', 'question']","['air', 'france', 'flight', 'arrive', 'time']",Saturday,8,2024,-0.3612,negative,NEGATIVE,0.9985230565071106
1,352,2,0.0993896484375,0.390625,0.4986111111111111,0.9,"['suppose', 'cruise', 'first', 'due', 'traffic', 'policy', 'miss', 'run', 'attendant', 'counter', 'speak', 'people', 'treat', 'first', 'people', 'treat', 'speak', 'manager', 'multiple', 'manager', 'end', 'booking', 'later', 'unfortunately', 'cruise', 'arrive', 'surprised', 'cruise', 'first', 'stop', 'per', 'person', 'miss', 'transfer', 'damage', 'basically', 'middle', 'eventually', 'able', 'booking', 'due', 'cruise', 'repeat', 'ever']","['absolute', 'madness']",Wednesday,8,2024,-0.4019,negative,NEGATIVE,0.993370771408081
2,119,5,-0.0618386243386243,0.0,0.5658068783068783,0.0,"['budget', 'floor', 'food', 'tray', 'disgusting', 'juice', 'hear', 'movie', 'movie', 'limited', 'food', 'okay', 'bread', 'klm']","['feel', 'like', 'budget', 'airline']",Wednesday,8,2024,-0.5267,negative,NEGATIVE,0.9933432340621948
5,47,5,0.6321428571428571,0.86875,0.7464285714285713,0.75,"['finish', 'check', 'lounge', 'love', 'staff', 'food', 'drink', 'movie']","['great', 'airline', 'impeccable', 'service']",Wednesday,8,2024,0.6369,positive,POSITIVE,0.9914509654045105
1,122,7,-0.0833333333333333,-1.0,0.4125,1.0,"['baggage', 'effort', 'resolve', 'lack', 'compensation', 'item', 'staff', 'talk', 'people', 'responsibility', 'baggage', 'improve', 'policy', 'handle', 'baggage', 'future']","['bad', 'experience', 'ever', 'recommend', 'anyone']",Wednesday,8,2024,0.4939,positive,NEGATIVE,0.9943618774414062
1,76,7,0.059090909090909,0.0,0.3386363636363636,0.0,"['movie', 'break', 'promise', 'compensation', 'deliver', 'stop', 'email', 'something', 'cost', 'care']","['air', 'france', 'lie', 'corporate', 'policy']",Wednesday,8,2024,0.5106,positive,NEGATIVE,0.9776378870010376
1,49,2,0.0625,-0.6999999999999998,0.3541666666666666,0.6666666666666666,"['canceled', 'due', 'sense', 'anything', 'accommodation', 'first']","['bad', 'airline']",Wednesday,7,2024,0.0,neutral,NEGATIVE,0.9992474317550659
1,134,2,-0.1113749999999999,-1.0,0.4342222222222223,1.0,"['canceled', 'car', 'booking', 'later', 'canceled', 'family', 'due', 'plan', 'plan', 'later', 'meal', 'run', 'chicken', 'although', 'front', 'meal', 'warm', 'although', 'attendant']","['terrible', 'airline']",Wednesday,7,2024,0.2263,positive,NEGATIVE,0.998477041721344
1,102,3,0.1736111111111111,-1.0,0.4435185185185185,1.0,"['booking', 'wife', 'last', 'place', 'additional', 'plus', 'plan', 've', 'twice', 'pull', 'booking', 's', 'chance', 'watch']","['terrible', 'customer', 'service']",Tuesday,7,2024,0.25,positive,NEGATIVE,0.9239497184753418
1,123,5,-0.21,0.0,0.6933333333333334,0.0,"['family', 'arrive', 'sell', 'bump', 'later', 'mind', 'purchase', 'booking', 'advance', 'booking', 'car', 'email', 'canceled', 'agent', 'counter', 'care', 'manager', 'money']","['like', 'fly', 'spirit', 'airline']",Monday,7,2024,0.4939,positive,NEGATIVE,0.9920016527175903
1,120,7,-0.14375,-0.4,0.278125,0.4,"['bag', 'break', 'long', 'transfer', 'anything', 'value', 'damage', 'bag', 'force', 'open', 'across', 'cause', 'damage', 'check', 'bag', 'care', 'response', 'future', 'please', 'bag', 'check']","['bag', 'broken', 'air', 'france', 'layover']",Thursday,7,2024,0.128,positive,NEGATIVE,0.994408369064331
1,104,5,0.0714285714285714,-1.0,0.3809523809523809,1.0,"['third', 'first', 'delayed', 'second', 'miss', 'first', 'delayed', 'miss', 'cost', 'cause', 'have', 'compensation', 'top', 'compensation', 'response', 'proceed', 'via', 'compensation', 'manner']","['bad', 'airline', 'I', 've', 'ever', 'take']",Wednesday,7,2024,-0.4939,negative,NEGATIVE,0.9963977336883545
1,48,2,-0.225,-1.0,0.4916666666666667,1.0,"['delayed', 'due', 'form', 'compensation']","['bad', 'airline']",Wednesday,7,2024,-0.2263,negative,NEGATIVE,0.9984550476074219
1,110,1,-0.3691666666666667,0.0,0.4633333333333334,0.0,"['without', 'explanation', 'inflight', 'without', 'explanation', 'inflight', 'booking', 'cost', 'euro', 'booking', 'food', 'listen']",['cheat'],Tuesday,7,2024,0.0,neutral,NEGATIVE,0.9974719882011414
1,61,1,0.0271428571428571,-0.6999999999999998,0.3498299319727891,0.6666666666666666,"['canceled', 'ground', 'staff', 'rebooke', 'simply', 'booking', 'accommodation']",['bad'],Tuesday,7,2024,0.0,neutral,NEGATIVE,0.9995195865631104
4,154,5,0.328030303030303,0.0,0.5795454545454546,0.3,"['configuration', 'extra', 'window', 'leg', 'accommodation', 'comfy', 'mistake', 'announcement', 'sign', 'warn', 'anyway', 'cruise', 'bread', 'sandwich', 'zero', 'cup', 'cold', 'land', 'pull', 'cost', 'without', 'word', 'straight', 'away', 'stewardess', 'generally']","['short', 'flight', 'gooed', 'experience', 'though']",Monday,7,2024,-0.5371,negative,NEGATIVE,0.998439371585846
1,106,5,0.0055555555555555,-0.4,0.5037037037037037,0.9,"['life', 'friend', 'bag', 'refuse', 'bag', 'lunch', 'break', 'arrive', 'luggage', 'first', 'top', 'man', 'desk', 'luggage', 'break', 'complete']","['fly', 'air', 'france']",Saturday,7,2024,0.4215,positive,NEGATIVE,0.9685142636299133
1,90,2,0.0052083333333333,0.3333333333333333,0.3597222222222222,1.0,"['first', 'second', 'canceled', 'booking', 'status', 'online', 'app', 'check', 'neither', 'email', 'canceled', 'able', 'purchase', 'check', 'bag', 'desk', 'canceled', 'extra', 'money', 'extra', 'luggage', 'canceled', 'booking', 'ever']","['tremendous', 'ripoff']",Friday,7,2024,0.0,neutral,NEGATIVE,0.9991214871406555
1,132,2,-0.0189393939393939,0.0,0.5386363636363637,0.0,"['luggage', 'luggage', 'luggage', 'arrive', 'luggage', 'deliver', 'young', 'child', 'shock', 'size', 'suppose']","['vacation', 'killer']",Friday,7,2024,-0.3818,negative,POSITIVE,0.8990111947059631
1,106,2,-0.0979166666666666,-0.2,0.3388888888888888,0.05,"['luggage', 'miss', 'promise', 'hear', 'luggage', 'within', 'have', 'update', 'clearly', 'luggage', 'video', 's', 'luggage', 'file', 'cause', 'towards', 'care']","['miss', 'luggage']",Thursday,7,2024,0.765,positive,NEGATIVE,0.7723687291145325
1,31,2,0.8,0.0,0.9,0.0,"['food', 'food', 'value']","['food', 'poisoning']",Wednesday,7,2024,0.34,positive,POSITIVE,0.9980645775794983
1,120,4,-0.0830357142857143,-0.25,0.4607142857142858,0.5,"['treat', 'wheelchair', 'treat', 'child', 'everyone', 'canceled', 'chair', 'right', 'door', 'staff', 'question', 'desk', 'impossible', 'without', 'wheelchair', 'sometimes', 'refuse', 'mistake', 'first', 'last']","['air', 'france']",Wednesday,7,2024,0.5978,positive,NEGATIVE,0.9977253079414368
3,180,7,0.1100925925925926,0.0,0.4199382716049383,0.0,"['major', 'negative', 'carryon', 'baggage', 'ill', 'address', 'moment', 'first', 'standard', 'I', 've', 'leg', 'accommodation', 'average', 'long', 'meal', 'main', 'meal', 'dish', 'french', 'meal', 'mostly', 'different', 'bread', 'wine', 'miss', 'due', 'traffic', 'surprise', 'carryon', 'weight', 'limit', 'per', 'suitcase', 'computer', 'bag', 'slightly', 'suitcase', 'check', 'additional', 'cost', 'wife', 'cost', 'extra', 'cover']","['comfy', 'seat', 'skimpy', 'carryon', 'weight', 'limit']",Tuesday,7,2024,-0.7425,negative,NEGATIVE,0.9960892200469971
1,53,11,-0.5,0.0,0.5,0.0,"['carryon', 'promise', 'home', 'without', 'ever', 'anyone', 'food', 'end']","['do', 'not', 'give', 'carryon', 'see']",Monday,7,2024,0.3182,positive,NEGATIVE,0.8732903599739075
1,155,7,-0.5174131944444444,-1.0,0.7895833333333333,1.0,"['staff', 'attitude', 'arrive', 'booking', 'canceled', 'due', 'train', 'arrive', 'car', 'staff', 'euro', 'receipt', 'payment', 'catch', 'end', 'euro', 'shame']","['bad', 'customer', 'service', 'respect']",Saturday,6,2024,-0.4767,negative,NEGATIVE,0.9975935816764832
5,72,3,0.4333333333333334,0.0,0.6857142857142857,0.0,"['husband', 'plan', 'holiday', 'board', 'slightly', 'efficient', 'soon', 'amenity', 'middle', 'staff', 'food', 'delicious', 'soon', 'settle', 'overnight', 'breakfast', 'luggage', 'collect', 'quickly', 'soon', 'accommodation']","['relax', 'flight']",Saturday,6,2024,0.8363,positive,POSITIVE,0.9985439777374268
1,25,2,-0.4,-1.0,0.9,1.0,"['break', 'luggage', 'wheel', 'luggage']","['bad', 'airline']",Monday,5,2024,0.0,neutral,NEGATIVE,0.994297444820404
1,113,14,0.045,0.5,0.2416666666666667,0.5,"['delayed', 'miss', 'arrive', 'hrs', 'accommodation', 'arrangement', 'shuttle', 'accommodation', 'first', 'apart', 'compensate', 'accommodation', 'accommodation', 'near', 'extra', 'except', 'meal']","['well', 'wait', 'hrs', 'airport', 'flight', 'air', 'france', 'get', 'delay']",Monday,5,2024,-0.3612,negative,NEGATIVE,0.9946861267089844
5,70,2,0.0888888888888888,0.0,0.5666666666666667,0.0,"['miss', 'member', 'staff', 'thank', 'sorry', 'name', 'young', 'check', 'desk', 's', 'credit', 'everyone', 'person']","['helpful', 'staff']",Monday,5,2024,0.4939,positive,NEGATIVE,0.9884010553359985
1,82,4,0.1536458333333333,0.0,0.775,0.0,"['sense', 'responsibility', 'search', 'family', 'love', 'money', 'delayed', 'miss', 'baggage']","['shitiest', 'airline', 'management']",Sunday,5,2024,0.4019,positive,NEGATIVE,0.9857757687568665
1,36,5,0.1,0.0,0.45,0.0,"['wife', 'multiple', 'phone', 'people', 'literally']","['steal', 'money']",Sunday,5,2024,0.0,neutral,NEGATIVE,0.9583745002746582
5,214,13,0.3413333333333334,0.9,0.4201428571428572,0.75,"['clean', 'food', 'movie', 'queue', 'staff', 'cost', 'visit', 'place', 'visit', 'continue', 'cost', 'nonstop', 'staff', 'staff', 'arrive', 'middle', 'section', 'aisle', 'except', 'person', 'entire', 'wear', 'mask', 'decide', 'man', 'sick', 'worth', 'cost', 'visit', 'place', 'advice', 'blue', 'credit', 'klm']","['pros', 'con', 'advice', 'experience', 'great', 'airline', 'great', 'staff']",Saturday,5,2024,0.4404,positive,NEGATIVE,0.8268851041793823
1,26,4,-0.3333333333333333,0.0,0.3433333333333333,0.0,"['miss', 'luggage', 'bag', 'bag', 'care', 'less', 'board']","['check', 'luggage']",Saturday,5,2024,0.3818,positive,NEGATIVE,0.9987047910690308
1,28,1,-0.5029166666666666,0.0,0.6811111111111111,0.0,"['worth', 'cost', 'staff', 'food', 'landing']",['ripoff'],Friday,5,2024,0.2263,positive,POSITIVE,0.9980388283729553
3,278,2,-0.0980855855855855,-0.78,0.4572072072072071,0.91,"['lax', 'announcement', 'english', 'barely', 'captain', 'attendant', 'speak', 'english', 'fully', 'average', 'attendant', 'smile', 'beverage', 'food', 'forward', 'champagne', 'accommodation', 'white', 'wine', 'attendant', 'real', 'item', 'french', 'lunch', 'tiny', 'cream', 'cheese', 'disgusting', 'select', 'taste', 'save', 'dish', 'prior', 'chicken', 'dish', 'bread', 'roll', 'obviously', 'past', 'onboard', 'food', 'champagne', 'white', 'wine', 'accommodation']",['disappointing'],Friday,5,2024,0.7152,positive,NEGATIVE,0.9952196478843689
5,209,7,0.0353174603174603,0.875,0.5138888888888888,0.6000000000000001,"['check', 'online', 'luggage', 'check', 'anyway', 'check', 'refuse', 'transfer', 'luggage', 'leg', 'transfer', 'cost', 'least', 'extra', 'often', 'check', 'luggage', 'final', 'obviously', 'sit', 'counter', 'station', 'manager', 'eventually', 'concern', 'boarding', 'smooth', 'luggage', 'arrive', 'onboard', 'emergency', 'access', 'lounge', 'due', 'status', 'lounge', 'concern', 'food', 'drink', 'onboard', 'free', 'wifi', 'round', 'cold', 'sandwich', 'drink', 'wine', 'acceptable', 'blue', 'card', 'rate', 'accept', 'check', 'luggage', 'beyond']","['air', 'france', 'good', 'quite', 'stable']",Friday,5,2024,0.5267,positive,NEGATIVE,0.9884058237075806
